2025-07-24 00:30:10 | INFO     | root | [INIT] Logging system initialized
2025-07-24 00:30:10 | INFO     | __main__ | [START] Starting Bybit Trading Bot server...
2025-07-24 00:30:10 | INFO     | root | [INIT] Logging system initialized
2025-07-24 00:30:11 | INFO     | backend.main | [START] Bybit Trading Bot starting up...
2025-07-24 00:30:11 | INFO     | backend.integrations.bybit_client | 🔗 Initializing Bybit client...
2025-07-24 00:30:11 | INFO     | backend.integrations.bybit_client | ✅ Connected to Bybit demo account (real prices, virtual money)
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-24 00:30:11 | INFO     | backend.core.strategy_manager | 🎯 StrategyManager инициализирован с режимом: medium
2025-07-24 00:30:11 | INFO     | backend.core.strategy_manager | 🔧 Улучшенные функции: ВКЛЮЧЕНЫ
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_signal_processor | 🔧 Enhanced Signal Processor initialized with weighted filtering
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.market_analyzer | 🔍 Market Analyzer initialized
2025-07-24 00:30:11 | INFO     | backend.core.enhanced_risk_manager | 🛡️ Enhanced Risk Manager initialized with trailing stops
2025-07-24 00:30:11 | INFO     | backend.core.strategy_manager | 🎯 StrategyManager инициализирован с режимом: medium
2025-07-24 00:30:11 | INFO     | backend.core.strategy_manager | 🔧 Улучшенные функции: ВКЛЮЧЕНЫ
2025-07-24 00:30:11 | INFO     | backend.main | [WS] WebSocket логирование настроено
2025-07-24 00:30:11 | INFO     | backend.main | [TASK] Фоновая задача broadcast_live_data запущена
2025-07-24 00:30:11 | INFO     | backend.main | [OK] Trading Bot with Phase 1 Enhancements initialized successfully
2025-07-24 00:30:12 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-24 00:30:12 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9956.51158641}}
2025-07-24 00:30:12 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-24 00:30:12 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-24 00:30:12 | INFO     | backend.api.rest_api | 🎯 Получение сигналов для режима: medium (Умеренный)
2025-07-24 00:30:12 | INFO     | backend.api.rest_api | 📊 Используемый таймфрейм: 5m → API: 5
2025-07-24 00:30:16 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for BTCUSDT on 5m: 16 indicators
2025-07-24 00:30:17 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for ETHUSDT on 5m: 16 indicators
2025-07-24 00:30:18 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for SOLUSDT on 5m: 16 indicators
2025-07-24 00:30:19 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for BNBUSDT on 5m: 16 indicators
2025-07-24 00:30:20 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for DOGEUSDT on 5m: 16 indicators
2025-07-24 00:30:21 | INFO     | backend.api.rest_api | ✅ Generated detailed signals for XRPUSDT on 5m: 16 indicators
2025-07-24 00:30:21 | INFO     | backend.core.strategy_manager | Updating indicators for mode Консервативный
2025-07-24 00:30:21 | INFO     | backend.core.strategy_manager | Indicators: ['sma', 'rsi', 'bollinger_bands', 'stochastic', 'support_resistance', 'volume']
2025-07-24 00:30:21 | INFO     | backend.core.strategy_manager | Торговый режим изменен: medium → conservative
2025-07-24 00:30:21 | INFO     | backend.core.trading_engine | 🚀 Trading engine started
2025-07-24 00:30:21 | INFO     | backend.main | [START] Trading started via web interface
2025-07-24 00:30:21 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-24 00:30:21 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9942.61773069}}
2025-07-24 00:30:21 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-24 00:30:21 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 3 active positions
2025-07-24 00:30:21 | INFO     | backend.main | 🎯 Используем таймфрейм режима: 15m → API: 15
2025-07-24 00:30:24 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BTCUSDT: breakout
2025-07-24 00:30:25 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BTCUSDT: breakout
2025-07-24 00:30:28 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for ETHUSDT: breakout
2025-07-24 00:30:28 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for ETHUSDT: breakout
2025-07-24 00:30:32 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for SOLUSDT: breakout
2025-07-24 00:30:33 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for SOLUSDT: breakout
2025-07-24 00:30:36 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BNBUSDT: breakout
2025-07-24 00:30:36 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BNBUSDT: breakout
2025-07-24 00:30:36 | INFO     | backend.core.trading_engine | 📊 Trading loop started - Mode: conservative, Timeframe: 15m
2025-07-24 00:30:36 | INFO     | backend.core.trading_engine | 📊 Trading pairs from mode config: ['BTC/USDT', 'ETH/USDT', 'SOL/USDT', 'DOGE/USDT', 'XRP/USDT']
2025-07-24 00:30:36 | INFO     | backend.core.trading_engine | 📊 Settings trading pairs (fallback): ['BTCUSDT', 'ETHUSDT', 'SOLUSDT', 'BNBUSDT']
2025-07-24 00:30:36 | INFO     | backend.core.trading_engine | 🔧 [LOOP] Корректируем размеры существующих позиций...
2025-07-24 00:30:36 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-24 00:30:36 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 3 active positions
2025-07-24 00:30:36 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
